query,doc_pos
"<user> do n't care about price , just looking for thai food . <sys> api call thai dontcare dontcare <user> silence <sys> there is bangkok city which serves thai food . is there anything else i can help you with ? <user> what is the address and phone number ? <sys> the phone number for bangkok city is 01223 354382 and the address is 24 green street city centre . <user> thank you , goodbye .",<database> address 24 green street city centre <sep_attributes> area centre <sep_attributes> food thai <sep_attributes> name bangkok city <sep_attributes> phone 01223 354382 <sep_attributes> postcode cb23jx <sep_attributes> pricerange expensive <sep_attributes>
<user> i am looking for an expensive restaurant that is in the east part of town .,<database> address 43 high street cherry hinton cherry hinton <sep_attributes> area east <sep_attributes> food indian <sep_attributes> name sitar tandoori <sep_attributes> phone 01223 249955 <sep_attributes> postcode cb19hx <sep_attributes> pricerange expensive <sep_attributes>
<user> i am looking for an expensive restaurant that is in the east part of town . <sys> api call dontcare east expensive <user> silence,<database> address grafton hotel 619 newmarket road fen ditton <sep_attributes> area east <sep_attributes> food british <sep_attributes> name grafton hotel restaurant <sep_attributes> phone 01223 241387 <sep_attributes> postcode cb58pa <sep_attributes> pricerange expensive <sep_attributes>
"<user> i am looking for an expensive restaurant that is in the east part of town . <sys> api call dontcare east expensive <user> silence <sys> the grafton hotel restaurant serves british food in the east part of town and is in the expensive price range . <user> no , not that one . i 'd like to know if there 's anything else please .",<database> address grafton hotel 619 newmarket road fen ditton <sep_attributes> area east <sep_attributes> food british <sep_attributes> name grafton hotel restaurant <sep_attributes> phone 01223 241387 <sep_attributes> postcode cb58pa <sep_attributes> pricerange expensive <sep_attributes>
"<user> i am looking for an expensive restaurant that is in the east part of town . <sys> api call dontcare east expensive <user> silence <sys> the grafton hotel restaurant serves british food in the east part of town and is in the expensive price range . <user> no , not that one . i 'd like to know if there 's anything else please . <sys> i would recommend pipasha restaurant , a nice indian restaurant in the east . <user> i would like to know the address and phone number of pipasha restaurant and the type of food they serve",<database> address newmarket road fen ditton <sep_attributes> area east <sep_attributes> food indian <sep_attributes> name pipasha restaurant <sep_attributes> phone 01223 577786 <sep_attributes> postcode cb58pa <sep_attributes> pricerange expensive <sep_attributes>
"<user> i am looking for an expensive restaurant that is in the east part of town . <sys> api call dontcare east expensive <user> silence <sys> the grafton hotel restaurant serves british food in the east part of town and is in the expensive price range . <user> no , not that one . i 'd like to know if there 's anything else please . <sys> i would recommend pipasha restaurant , a nice indian restaurant in the east . <user> i would like to know the address and phone number of pipasha restaurant and the type of food they serve <sys> the address is at newmarket road fen ditton and the phone number is 01223 577786 . the restaurant serves indian food . <user> thanks for the info !",<database> address newmarket road fen ditton <sep_attributes> area east <sep_attributes> food indian <sep_attributes> name pipasha restaurant <sep_attributes> phone 01223 577786 <sep_attributes> postcode cb58pa <sep_attributes> pricerange expensive <sep_attributes>
"<user> hello , i am looking for a restaurant on the south side of town that serves christmas food .",<database> address 10 homerton street city centre <sep_attributes> area south <sep_attributes> food chinese <sep_attributes> name peking restaurant <sep_attributes> phone 01223 354755 <sep_attributes> postcode cb28nx <sep_attributes> pricerange expensive <sep_attributes>
"<user> hello , i am looking for a restaurant on the south side of town that serves christmas food . <sys> i 'm sorry , there are n't any restaurants serving christmas food . would you like something else instead ? <user> how about chinese ?",<database> address 82 cherry hinton road cherry hinton <sep_attributes> area south <sep_attributes> food chinese <sep_attributes> name the good luck chinese food takeaway <sep_attributes> phone 01223 244149 <sep_attributes> postcode cb17ag <sep_attributes> pricerange expensive <sep_attributes>
"<user> hello , i am looking for a restaurant on the south side of town that serves christmas food . <sys> i 'm sorry , there are n't any restaurants serving christmas food . would you like something else instead ? <user> how about chinese ? <sys> there are three results that serve chinese on the south area of town . do you have a price range preference ? <user> i do n't care about price .",<database> address 82 cherry hinton road cherry hinton <sep_attributes> area south <sep_attributes> food chinese <sep_attributes> name the good luck chinese food takeaway <sep_attributes> phone 01223 244149 <sep_attributes> postcode cb17ag <sep_attributes> pricerange expensive <sep_attributes>
"<user> hello , i am looking for a restaurant on the south side of town that serves christmas food . <sys> i 'm sorry , there are n't any restaurants serving christmas food . would you like something else instead ? <user> how about chinese ? <sys> there are three results that serve chinese on the south area of town . do you have a price range preference ? <user> i do n't care about price . <sys> api call chinese south dontcare <user> silence",<database> address 10 homerton street city centre <sep_attributes> area south <sep_attributes> food chinese <sep_attributes> name peking restaurant <sep_attributes> phone 01223 354755 <sep_attributes> postcode cb28nx <sep_attributes> pricerange expensive <sep_attributes>
"<user> hello , i am looking for a restaurant on the south side of town that serves christmas food . <sys> i 'm sorry , there are n't any restaurants serving christmas food . would you like something else instead ? <user> how about chinese ? <sys> there are three results that serve chinese on the south area of town . do you have a price range preference ? <user> i do n't care about price . <sys> api call chinese south dontcare <user> silence <sys> peking restaurant is an expensive chinese restaurant in the south part of town . would you like their information ? <user> yes , i would like their address .",<database> address 10 homerton street city centre <sep_attributes> area south <sep_attributes> food chinese <sep_attributes> name peking restaurant <sep_attributes> phone 01223 354755 <sep_attributes> postcode cb28nx <sep_attributes> pricerange expensive <sep_attributes>
"<user> hello , i am looking for a restaurant on the south side of town that serves christmas food . <sys> i 'm sorry , there are n't any restaurants serving christmas food . would you like something else instead ? <user> how about chinese ? <sys> there are three results that serve chinese on the south area of town . do you have a price range preference ? <user> i do n't care about price . <sys> api call chinese south dontcare <user> silence <sys> peking restaurant is an expensive chinese restaurant in the south part of town . would you like their information ? <user> yes , i would like their address . <sys> the address for peking restaurant is 10 homerton street city centre . is there any other information you require ? <user> what is the food type of that restaurant ?",<database> address 10 homerton street city centre <sep_attributes> area south <sep_attributes> food chinese <sep_attributes> name peking restaurant <sep_attributes> phone 01223 354755 <sep_attributes> postcode cb28nx <sep_attributes> pricerange expensive <sep_attributes>
"<user> hello , i am looking for a restaurant on the south side of town that serves christmas food . <sys> i 'm sorry , there are n't any restaurants serving christmas food . would you like something else instead ? <user> how about chinese ? <sys> there are three results that serve chinese on the south area of town . do you have a price range preference ? <user> i do n't care about price . <sys> api call chinese south dontcare <user> silence <sys> peking restaurant is an expensive chinese restaurant in the south part of town . would you like their information ? <user> yes , i would like their address . <sys> the address for peking restaurant is 10 homerton street city centre . is there any other information you require ? <user> what is the food type of that restaurant ? <sys> they serve chinese food . <user> thank you goodbye .",<database> address 10 homerton street city centre <sep_attributes> area south <sep_attributes> food chinese <sep_attributes> name peking restaurant <sep_attributes> phone 01223 354755 <sep_attributes> postcode cb28nx <sep_attributes> pricerange expensive <sep_attributes>
<user> i would like an expensive restaurant in the south of town .,<database> address 2g cambridge leisure park cherry hinton road cherry hinton <sep_attributes> area south <sep_attributes> food mexican <sep_attributes> name chiquito restaurant bar <sep_attributes> phone 01223 400170 <sep_attributes> postcode cb17dy <sep_attributes> pricerange expensive <sep_attributes>
<user> i would like an expensive restaurant in the south of town . <sys> there are five restaurants matching your description . would you like a specific food type or would you like all their names ? <user> i do n't care .,<database> address 2g cambridge leisure park cherry hinton road cherry hinton <sep_attributes> area south <sep_attributes> food mexican <sep_attributes> name chiquito restaurant bar <sep_attributes> phone 01223 400170 <sep_attributes> postcode cb17dy <sep_attributes> pricerange expensive <sep_attributes>
<user> i would like an expensive restaurant in the south of town . <sys> there are five restaurants matching your description . would you like a specific food type or would you like all their names ? <user> i do n't care . <sys> api call dontcare south expensive <user> silence,<database> address cambridge leisure park clifton way cherry hinton <sep_attributes> area south <sep_attributes> food italian <sep_attributes> name frankie and bennys <sep_attributes> phone 01223 412430 <sep_attributes> postcode cb17dy <sep_attributes> pricerange expensive <sep_attributes>
<user> i would like an expensive restaurant in the south of town . <sys> there are five restaurants matching your description . would you like a specific food type or would you like all their names ? <user> i do n't care . <sys> api call dontcare south expensive <user> silence <sys> frankie and bennys is an expensive italian restaurant in the south part of town . <user> can you tell me what type of food they serve and give me the phone number ?,<database> address cambridge leisure park clifton way cherry hinton <sep_attributes> area south <sep_attributes> food italian <sep_attributes> name frankie and bennys <sep_attributes> phone 01223 412430 <sep_attributes> postcode cb17dy <sep_attributes> pricerange expensive <sep_attributes>
<user> where can i find portuguese food ?,<database> address cambridge leisure park clifton way <sep_attributes> area south <sep_attributes> food portuguese <sep_attributes> name nandos <sep_attributes> phone 01223 327908 <sep_attributes> postcode cb17dy <sep_attributes> pricerange cheap <sep_attributes>
<user> where can i find portuguese food ? <sys> i found two portuguese restaurants . would you prefer the south or centre part of town ? <user> any area .,<database> address cambridge leisure park clifton way <sep_attributes> area south <sep_attributes> food portuguese <sep_attributes> name nandos <sep_attributes> phone 01223 327908 <sep_attributes> postcode cb17dy <sep_attributes> pricerange cheap <sep_attributes>
<user> where can i find portuguese food ? <sys> i found two portuguese restaurants . would you prefer the south or centre part of town ? <user> any area . <sys> api call portuguese dontcare dontcare <user> silence,<database> address cambridge leisure park clifton way <sep_attributes> area south <sep_attributes> food portuguese <sep_attributes> name nandos <sep_attributes> phone 01223 327908 <sep_attributes> postcode cb17dy <sep_attributes> pricerange cheap <sep_attributes>
<user> where can i find portuguese food ? <sys> i found two portuguese restaurants . would you prefer the south or centre part of town ? <user> any area . <sys> api call portuguese dontcare dontcare <user> silence <sys> nandos is a portuguese restaurant in the south part of town . <user> what is the address ?,<database> address cambridge leisure park clifton way <sep_attributes> area south <sep_attributes> food portuguese <sep_attributes> name nandos <sep_attributes> phone 01223 327908 <sep_attributes> postcode cb17dy <sep_attributes> pricerange cheap <sep_attributes>
"<user> where can i find portuguese food ? <sys> i found two portuguese restaurants . would you prefer the south or centre part of town ? <user> any area . <sys> api call portuguese dontcare dontcare <user> silence <sys> nandos is a portuguese restaurant in the south part of town . <user> what is the address ? <sys> nandos is located at cambridge leisure park clifton way . is there anything else i can help you with today ? <user> no , thank you .",<database> address cambridge leisure park clifton way <sep_attributes> area south <sep_attributes> food portuguese <sep_attributes> name nandos <sep_attributes> phone 01223 327908 <sep_attributes> postcode cb17dy <sep_attributes> pricerange cheap <sep_attributes>
<user> i 'm looking for a nice expensive restaurant in the south part of town,<database> address 2g cambridge leisure park cherry hinton road cherry hinton <sep_attributes> area south <sep_attributes> food mexican <sep_attributes> name chiquito restaurant bar <sep_attributes> phone 01223 400170 <sep_attributes> postcode cb17dy <sep_attributes> pricerange expensive <sep_attributes>
<user> i 'm looking for a nice expensive restaurant in the south part of town <sys> api call dontcare south expensive <user> silence,<database> address 82 cherry hinton road cherry hinton <sep_attributes> area south <sep_attributes> food chinese <sep_attributes> name the good luck chinese food takeaway <sep_attributes> phone 01223 244149 <sep_attributes> postcode cb17ag <sep_attributes> pricerange expensive <sep_attributes>
<user> i 'm looking for a nice expensive restaurant in the south part of town <sys> api call dontcare south expensive <user> silence <sys> backstreet bistro is an nice expensive one . <user> can you please let me know the address with the postcode and the phone number please ?,<database> address 2 sturton street city centre <sep_attributes> area centre <sep_attributes> food gastropub <sep_attributes> name backstreet bistro <sep_attributes> phone 01223 306306 <sep_attributes> postcode cb12qa <sep_attributes> pricerange expensive <sep_attributes>
"<user> i 'm looking for a nice expensive restaurant in the south part of town <sys> api call dontcare south expensive <user> silence <sys> backstreet bistro is an nice expensive one . <user> can you please let me know the address with the postcode and the phone number please ? <sys> backstreet bistro is at 2 sturton street city centre , post code cb12qa . the phone number is 01223 306306 . <user> thank you . that is all i needed to know . good bye .",<database> address 2 sturton street city centre <sep_attributes> area centre <sep_attributes> food gastropub <sep_attributes> name backstreet bistro <sep_attributes> phone 01223 306306 <sep_attributes> postcode cb12qa <sep_attributes> pricerange expensive <sep_attributes>
"<user> i 'm looking for a nice expensive restaurant in the south part of town <sys> api call dontcare south expensive <user> silence <sys> backstreet bistro is an nice expensive one . <user> can you please let me know the address with the postcode and the phone number please ? <sys> backstreet bistro is at 2 sturton street city centre , post code cb12qa . the phone number is 01223 306306 . <user> thank you . that is all i needed to know . good bye . <sys> thank you for using our system . good bye <user> goodbye .",<database> address 2 sturton street city centre <sep_attributes> area centre <sep_attributes> food gastropub <sep_attributes> name backstreet bistro <sep_attributes> phone 01223 306306 <sep_attributes> postcode cb12qa <sep_attributes> pricerange expensive <sep_attributes>
<user> can i have a moderately priced restaurant in the west ?,<database> address 205 victoria road chesterton <sep_attributes> area west <sep_attributes> food indian <sep_attributes> name meghna <sep_attributes> phone 01223 727410 <sep_attributes> postcode cb43lf <sep_attributes> pricerange moderate <sep_attributes>
<user> can i have a moderately priced restaurant in the west ? <sys> i found several . would you care for a specific type of food ? <user> i do not care .,<database> address 205 victoria road chesterton <sep_attributes> area west <sep_attributes> food indian <sep_attributes> name meghna <sep_attributes> phone 01223 727410 <sep_attributes> postcode cb43lf <sep_attributes> pricerange moderate <sep_attributes>
<user> can i have a moderately priced restaurant in the west ? <sys> i found several . would you care for a specific type of food ? <user> i do not care . <sys> api call dontcare west moderate <user> silence,<database> address 205 victoria road chesterton <sep_attributes> area west <sep_attributes> food indian <sep_attributes> name meghna <sep_attributes> phone 01223 727410 <sep_attributes> postcode cb43lf <sep_attributes> pricerange moderate <sep_attributes>
"<user> can i have a moderately priced restaurant in the west ? <sys> i found several . would you care for a specific type of food ? <user> i do not care . <sys> api call dontcare west moderate <user> silence <sys> there are three options which match your request . how about meghna , which serves indian food ? <user> yes it will do . can i have the phone number please ?",<database> address 205 victoria road chesterton <sep_attributes> area west <sep_attributes> food indian <sep_attributes> name meghna <sep_attributes> phone 01223 727410 <sep_attributes> postcode cb43lf <sep_attributes> pricerange moderate <sep_attributes>
"<user> can i have a moderately priced restaurant in the west ? <sys> i found several . would you care for a specific type of food ? <user> i do not care . <sys> api call dontcare west moderate <user> silence <sys> there are three options which match your request . how about meghna , which serves indian food ? <user> yes it will do . can i have the phone number please ? <sys> meghna 's phone number is 01223 727410 <user> thank you , good bye .",<database> address 205 victoria road chesterton <sep_attributes> area west <sep_attributes> food indian <sep_attributes> name meghna <sep_attributes> phone 01223 727410 <sep_attributes> postcode cb43lf <sep_attributes> pricerange moderate <sep_attributes>
<user> please find a cheap restaurant in the east part of town .,<database> address finders corner newmarket road <sep_attributes> area east <sep_attributes> food international <sep_attributes> name the missing sock <sep_attributes> phone 01223 812660 <sep_attributes> postcode cb259aq <sep_attributes> pricerange cheap <sep_attributes>
<user> please find a cheap restaurant in the east part of town . <sys> api call dontcare east cheap <user> silence,<database> address finders corner newmarket road <sep_attributes> area east <sep_attributes> food international <sep_attributes> name the missing sock <sep_attributes> phone 01223 812660 <sep_attributes> postcode cb259aq <sep_attributes> pricerange cheap <sep_attributes>
<user> please find a cheap restaurant in the east part of town . <sys> api call dontcare east cheap <user> silence <sys> the missing sock is a cheap restaurant in the east part of town . would you like their location ? <user> could i have their phone number please and type of cuisine they serve ?,<database> address finders corner newmarket road <sep_attributes> area east <sep_attributes> food international <sep_attributes> name the missing sock <sep_attributes> phone 01223 812660 <sep_attributes> postcode cb259aq <sep_attributes> pricerange cheap <sep_attributes>
<user> please find a cheap restaurant in the east part of town . <sys> api call dontcare east cheap <user> silence <sys> the missing sock is a cheap restaurant in the east part of town . would you like their location ? <user> could i have their phone number please and type of cuisine they serve ? <sys> they serve international food and their phone number is 01223 812660 . <user> that sounds good . thank you for your help .,<database> address finders corner newmarket road <sep_attributes> area east <sep_attributes> food international <sep_attributes> name the missing sock <sep_attributes> phone 01223 812660 <sep_attributes> postcode cb259aq <sep_attributes> pricerange cheap <sep_attributes>
<user> i am looking for a french restaurant .,<database> address 22 chesterton road chesterton <sep_attributes> area north <sep_attributes> food french <sep_attributes> name restaurant two two <sep_attributes> phone 01223 351880 <sep_attributes> postcode cb43ax <sep_attributes> pricerange expensive <sep_attributes>
<user> i am looking for a french restaurant . <sys> there are two french restaurants listed . do you have a preference of area ? centre or north part of town ? <user> i do n't care .,<database> address 22 chesterton road chesterton <sep_attributes> area north <sep_attributes> food french <sep_attributes> name restaurant two two <sep_attributes> phone 01223 351880 <sep_attributes> postcode cb43ax <sep_attributes> pricerange expensive <sep_attributes>
<user> i am looking for a french restaurant . <sys> there are two french restaurants listed . do you have a preference of area ? centre or north part of town ? <user> i do n't care . <sys> api call french dontcare dontcare <user> silence,<database> address bridge street city centre <sep_attributes> area centre <sep_attributes> food french <sep_attributes> name cote <sep_attributes> phone 01223 311053 <sep_attributes> postcode cb21uf <sep_attributes> pricerange expensive <sep_attributes>
"<user> i am looking for a french restaurant . <sys> there are two french restaurants listed . do you have a preference of area ? centre or north part of town ? <user> i do n't care . <sys> api call french dontcare dontcare <user> silence <sys> cote is a french restaurant in the centre part of town , and it is in the expensive price range . is that price range okay for you ? <user> are there any other french places available ?",<database> address 22 chesterton road chesterton <sep_attributes> area north <sep_attributes> food french <sep_attributes> name restaurant two two <sep_attributes> phone 01223 351880 <sep_attributes> postcode cb43ax <sep_attributes> pricerange expensive <sep_attributes>
"<user> i am looking for a french restaurant . <sys> there are two french restaurants listed . do you have a preference of area ? centre or north part of town ? <user> i do n't care . <sys> api call french dontcare dontcare <user> silence <sys> cote is a french restaurant in the centre part of town , and it is in the expensive price range . is that price range okay for you ? <user> are there any other french places available ? <sys> restaurant two two is a nice place that serves french food in the expensive price range and is in the north part of town . <user> that sounds great ! may i have their address and postcode , please ?",<database> address 22 chesterton road chesterton <sep_attributes> area north <sep_attributes> food french <sep_attributes> name restaurant two two <sep_attributes> phone 01223 351880 <sep_attributes> postcode cb43ax <sep_attributes> pricerange expensive <sep_attributes>
"<user> i am looking for a french restaurant . <sys> there are two french restaurants listed . do you have a preference of area ? centre or north part of town ? <user> i do n't care . <sys> api call french dontcare dontcare <user> silence <sys> cote is a french restaurant in the centre part of town , and it is in the expensive price range . is that price range okay for you ? <user> are there any other french places available ? <sys> restaurant two two is a nice place that serves french food in the expensive price range and is in the north part of town . <user> that sounds great ! may i have their address and postcode , please ? <sys> restaurant two two 's address is 22 chesterton road chesterton , their postcode is cb43ax <user> please give me the address and postcode",<database> address bridge street city centre <sep_attributes> area centre <sep_attributes> food french <sep_attributes> name cote <sep_attributes> phone 01223 311053 <sep_attributes> postcode cb21uf <sep_attributes> pricerange expensive <sep_attributes>
"<user> i am looking for a french restaurant . <sys> there are two french restaurants listed . do you have a preference of area ? centre or north part of town ? <user> i do n't care . <sys> api call french dontcare dontcare <user> silence <sys> cote is a french restaurant in the centre part of town , and it is in the expensive price range . is that price range okay for you ? <user> are there any other french places available ? <sys> restaurant two two is a nice place that serves french food in the expensive price range and is in the north part of town . <user> that sounds great ! may i have their address and postcode , please ? <sys> restaurant two two 's address is 22 chesterton road chesterton , their postcode is cb43ax <user> please give me the address and postcode <sys> cote is located at bridge street city centre and their postcode is cb21uf . may i help you with anything else ? <user> that 's it . thank you , goodbye",<database> address bridge street city centre <sep_attributes> area centre <sep_attributes> food french <sep_attributes> name cote <sep_attributes> phone 01223 311053 <sep_attributes> postcode cb21uf <sep_attributes> pricerange expensive <sep_attributes>
"<user> hello , i am looking for a restaurant that serves vegetarian food .",<database> address 205 victoria road chesterton <sep_attributes> area west <sep_attributes> food indian <sep_attributes> name meghna <sep_attributes> phone 01223 727410 <sep_attributes> postcode cb43lf <sep_attributes> pricerange moderate <sep_attributes>
"<user> hello , i am looking for a restaurant that serves vegetarian food . <sys> there are no restaurants serving vegetarian food . <user> how about turkish food ?",<database> address 30 bridge street city centre <sep_attributes> area centre <sep_attributes> food turkish <sep_attributes> name anatolia <sep_attributes> phone 01223 362372 <sep_attributes> postcode cb21uj <sep_attributes> pricerange moderate <sep_attributes>
"<user> hello , i am looking for a restaurant that serves vegetarian food . <sys> there are no restaurants serving vegetarian food . <user> how about turkish food ? <sys> three restaurants serve turkish food . do you have a price preference ? <user> i do not care",<database> address 30 bridge street city centre <sep_attributes> area centre <sep_attributes> food turkish <sep_attributes> name anatolia <sep_attributes> phone 01223 362372 <sep_attributes> postcode cb21uj <sep_attributes> pricerange moderate <sep_attributes>
"<user> hello , i am looking for a restaurant that serves vegetarian food . <sys> there are no restaurants serving vegetarian food . <user> how about turkish food ? <sys> three restaurants serve turkish food . do you have a price preference ? <user> i do not care <sys> api call turkish dontcare dontcare <user> silence",<database> address 30 bridge street city centre <sep_attributes> area centre <sep_attributes> food turkish <sep_attributes> name anatolia <sep_attributes> phone 01223 362372 <sep_attributes> postcode cb21uj <sep_attributes> pricerange moderate <sep_attributes>
"<user> hello , i am looking for a restaurant that serves vegetarian food . <sys> there are no restaurants serving vegetarian food . <user> how about turkish food ? <sys> three restaurants serve turkish food . do you have a price preference ? <user> i do not care <sys> api call turkish dontcare dontcare <user> silence <sys> anatolia is a turkish restaurant , in the moderate price range and in the centre of town . do you want the address and phone number ? <user> address , please .",<database> address 30 bridge street city centre <sep_attributes> area centre <sep_attributes> food turkish <sep_attributes> name anatolia <sep_attributes> phone 01223 362372 <sep_attributes> postcode cb21uj <sep_attributes> pricerange moderate <sep_attributes>
"<user> hello , i am looking for a restaurant that serves vegetarian food . <sys> there are no restaurants serving vegetarian food . <user> how about turkish food ? <sys> three restaurants serve turkish food . do you have a price preference ? <user> i do not care <sys> api call turkish dontcare dontcare <user> silence <sys> anatolia is a turkish restaurant , in the moderate price range and in the centre of town . do you want the address and phone number ? <user> address , please . <sys> anatolia is located at 30 bridge street city centre . <user> thank you goodbye",<database> address 30 bridge street city centre <sep_attributes> area centre <sep_attributes> food turkish <sep_attributes> name anatolia <sep_attributes> phone 01223 362372 <sep_attributes> postcode cb21uj <sep_attributes> pricerange moderate <sep_attributes>
<user> i am looking for the phone number and address of a restaurant that serves european food ?,<database> address st. michael's church trinity street city centre <sep_attributes> area centre <sep_attributes> food european <sep_attributes> name michaelhouse cafe <sep_attributes> phone 01223 309147 <sep_attributes> postcode cb21su <sep_attributes> pricerange expensive <sep_attributes>
<user> i am looking for the phone number and address of a restaurant that serves european food ? <sys> api call european dontcare dontcare <user> silence,<database> address st. michael's church trinity street city centre <sep_attributes> area centre <sep_attributes> food european <sep_attributes> name michaelhouse cafe <sep_attributes> phone 01223 309147 <sep_attributes> postcode cb21su <sep_attributes> pricerange expensive <sep_attributes>
"<user> i am looking for the phone number and address of a restaurant that serves european food ? <sys> api call european dontcare dontcare <user> silence <sys> there are a number of restaurants that serve european food , can you narrow down the area or price range ? <user> i do n't care . give me the address and phone number of one of them .",<database> address cambridge lodge hotel 139 huntingdon road city centre <sep_attributes> area west <sep_attributes> food european <sep_attributes> name cambridge lodge restaurant <sep_attributes> phone 01223 355166 <sep_attributes> postcode cb30dq <sep_attributes> pricerange expensive <sep_attributes>
"<user> i am looking for the phone number and address of a restaurant that serves european food ? <sys> api call european dontcare dontcare <user> silence <sys> there are a number of restaurants that serve european food , can you narrow down the area or price range ? <user> i do n't care . give me the address and phone number of one of them . <sys> cambridge lodge restaurant serves european food and it is in the expensive price range . the phone number is 01223 355166 and the address is cambridge lodge hotel 139 huntingdon road city centre . <user> great ! thank you",<database> address cambridge lodge hotel 139 huntingdon road city centre <sep_attributes> area west <sep_attributes> food european <sep_attributes> name cambridge lodge restaurant <sep_attributes> phone 01223 355166 <sep_attributes> postcode cb30dq <sep_attributes> pricerange expensive <sep_attributes>
<user> i want to find a restaurant serving basque food . i do n't care about the price range,<database> address 205 victoria road chesterton <sep_attributes> area west <sep_attributes> food indian <sep_attributes> name meghna <sep_attributes> phone 01223 727410 <sep_attributes> postcode cb43lf <sep_attributes> pricerange moderate <sep_attributes>
"<user> i want to find a restaurant serving basque food . i do n't care about the price range <sys> i 'm sorry , but the system does n't have info for what you are looking for . is there a different type of food you may want ? <user> yes , international food",<database> address finders corner newmarket road <sep_attributes> area east <sep_attributes> food international <sep_attributes> name the missing sock <sep_attributes> phone 01223 812660 <sep_attributes> postcode cb259aq <sep_attributes> pricerange cheap <sep_attributes>
"<user> i want to find a restaurant serving basque food . i do n't care about the price range <sys> i 'm sorry , but the system does n't have info for what you are looking for . is there a different type of food you may want ? <user> yes , international food <sys> there are 3 restaurants serving international food , which area of town are you interested in ? <user> i do n't care .",<database> address finders corner newmarket road <sep_attributes> area east <sep_attributes> food international <sep_attributes> name the missing sock <sep_attributes> phone 01223 812660 <sep_attributes> postcode cb259aq <sep_attributes> pricerange cheap <sep_attributes>
"<user> i want to find a restaurant serving basque food . i do n't care about the price range <sys> i 'm sorry , but the system does n't have info for what you are looking for . is there a different type of food you may want ? <user> yes , international food <sys> there are 3 restaurants serving international food , which area of town are you interested in ? <user> i do n't care . <sys> api call international dontcare dontcare <user> silence",<database> address crowne plaza hotel 20 downing street <sep_attributes> area centre <sep_attributes> food international <sep_attributes> name bloomsbury restaurant <sep_attributes> phone 0871 942 9180 <sep_attributes> postcode cb23dt <sep_attributes> pricerange moderate <sep_attributes>
"<user> i want to find a restaurant serving basque food . i do n't care about the price range <sys> i 'm sorry , but the system does n't have info for what you are looking for . is there a different type of food you may want ? <user> yes , international food <sys> there are 3 restaurants serving international food , which area of town are you interested in ? <user> i do n't care . <sys> api call international dontcare dontcare <user> silence <sys> bloomsbury restaurant serves international food <user> can i have the address please ?",<database> address crowne plaza hotel 20 downing street <sep_attributes> area centre <sep_attributes> food international <sep_attributes> name bloomsbury restaurant <sep_attributes> phone 0871 942 9180 <sep_attributes> postcode cb23dt <sep_attributes> pricerange moderate <sep_attributes>
"<user> i want to find a restaurant serving basque food . i do n't care about the price range <sys> i 'm sorry , but the system does n't have info for what you are looking for . is there a different type of food you may want ? <user> yes , international food <sys> there are 3 restaurants serving international food , which area of town are you interested in ? <user> i do n't care . <sys> api call international dontcare dontcare <user> silence <sys> bloomsbury restaurant serves international food <user> can i have the address please ? <sys> bloomsbury restaurant address is crowne plaza hotel 20 downing street . <user> thank you , goodbye .",<database> address crowne plaza hotel 20 downing street <sep_attributes> area centre <sep_attributes> food international <sep_attributes> name bloomsbury restaurant <sep_attributes> phone 0871 942 9180 <sep_attributes> postcode cb23dt <sep_attributes> pricerange moderate <sep_attributes>
"<user> i want to find a restaurant serving basque food . i do n't care about the price range <sys> i 'm sorry , but the system does n't have info for what you are looking for . is there a different type of food you may want ? <user> yes , international food <sys> there are 3 restaurants serving international food , which area of town are you interested in ? <user> i do n't care . <sys> api call international dontcare dontcare <user> silence <sys> bloomsbury restaurant serves international food <user> can i have the address please ? <sys> bloomsbury restaurant address is crowne plaza hotel 20 downing street . <user> thank you , goodbye . <sys> you 're welcome . good bye . <user> goodbye .",<database> address crowne plaza hotel 20 downing street <sep_attributes> area centre <sep_attributes> food international <sep_attributes> name bloomsbury restaurant <sep_attributes> phone 0871 942 9180 <sep_attributes> postcode cb23dt <sep_attributes> pricerange moderate <sep_attributes>
"<user> hello , i am looking for a cheap restaurant that serves malaysian food .",<database> address 86 regent street city centre <sep_attributes> area centre <sep_attributes> food asian oriental <sep_attributes> name j restaurant <sep_attributes> phone 01223 307581 <sep_attributes> postcode cb21dp <sep_attributes> pricerange cheap <sep_attributes>
"<user> hello , i am looking for a cheap restaurant that serves malaysian food . <sys> no matches found for cheap malaysian food <user> how about italian food ?",<database> address regent street city centre <sep_attributes> area centre <sep_attributes> food italian <sep_attributes> name pizza hut city centre <sep_attributes> phone 01223 323737 <sep_attributes> postcode cb21ab <sep_attributes> pricerange cheap <sep_attributes>
"<user> hello , i am looking for a cheap restaurant that serves malaysian food . <sys> no matches found for cheap malaysian food <user> how about italian food ? <sys> what area would you like the restaurant to be in ? <user> i do n't care .",<database> address regent street city centre <sep_attributes> area centre <sep_attributes> food italian <sep_attributes> name pizza hut city centre <sep_attributes> phone 01223 323737 <sep_attributes> postcode cb21ab <sep_attributes> pricerange cheap <sep_attributes>
"<user> hello , i am looking for a cheap restaurant that serves malaysian food . <sys> no matches found for cheap malaysian food <user> how about italian food ? <sys> what area would you like the restaurant to be in ? <user> i do n't care . <sys> api call italian dontcare cheap <user> silence",<database> address 47-53 regent street <sep_attributes> area centre <sep_attributes> food italian <sep_attributes> name zizzi cambridge <sep_attributes> phone 01223 365599 <sep_attributes> postcode cb21ab <sep_attributes> pricerange cheap <sep_attributes>
